1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,y
366,14,-0.3,0.22,0.1,-13,-9,-0.005,-1.6,-8.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,1.00E-04,0,0,0,-9.00E-04,0.021
-147,-4,0.12,0.04,0.6,-6,2,-0.011,-0.3,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.022
79,2,-0.38,0.15,2.4,-14,-9,-0.018,0.2,-9.00E-04,-0.0011,-0.0011,-0.0012,1.00E-04,0,1.00E-04,0,-0.0012,0.02
233,-50,0.25,-0.17,2.1,-4,16,-0.02,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.019
188,-15,-0.02,0.14,0.5,-9,-16,-0.014,0.9,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.021
-48,-9,-0.28,0.04,-0.8,-8,-2,0.007,0,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-342,6,0.12,0.09,0.4,-15,1,0.002,0.7,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.02
-19,-11,0.25,0.17,0.7,-15,-5,0.003,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.043
-234,-2,-0.06,0.13,-0.9,-8,-12,0.003,-0.2,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.015
-168,-12,0.05,0.09,-0.8,-7,-10,0.004,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-50,-22,0.18,-0.01,0.7,-5,2,-0.004,0.4,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.019
-298,8,0.05,0.21,-1,-20,-5,0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.02
52,-14,-0.09,0.02,-0.7,-14,11,0.008,-1.2,-6.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,1.00E-04,0,0,0,-7.00E-04,0.02
-5,-12,-0.48,-0.15,-2.5,-16,23,0.023,1.6,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.018
-184,-29,0.42,0.07,-0.4,-19,6,0.016,1.4,-0.0016,-0.0014,-0.0014,-0.0014,-3.00E-04,0,0,0,-0.0014,0.039
106,-43,0.52,-0.19,0.6,-9,21,0,0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.024
-224,-46,0.35,0.05,-0.1,-6,-4,-0.003,-1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.015
-198,-17,-0.4,0.04,-0.7,-14,3,0.005,0,-7.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,1.00E-04,0,0,0,-8.00E-04,0.017
-281,3,0.14,0.07,0,-6,4,-0.011,-2.4,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
24,-31,0.53,-0.02,-1.4,-11,7,0.026,-0.6,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.02
-101,33,-0.07,0.07,-0.7,-8,-6,-0.003,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
-265,-1,-0.08,0.04,1.2,-7,-3,-0.006,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
366,-10,-0.31,0.09,-0.9,-11,-7,0.01,0.4,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.02
-325,-27,-0.1,0.01,0.4,-6,-1,-0.004,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-91,-13,-0.03,-0.04,1.5,-6,5,-0.009,-0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
299,-41,-0.17,-0.03,-0.8,-9,6,0,0,-4.00E-04,-5.00E-04,-5.00E-04,-6.00E-04,1.00E-04,0,0,0,-6.00E-04,0.02
-122,6,0.26,-0.02,-0.4,-7,3,0.003,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-1.00E-04,0,0,0,-4.00E-04,0.018
-358,21,-0.09,0.37,-1.1,-20,-21,0.01,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
-343,-2,0.15,0.1,0.1,-12,-6,0.002,-0.1,-8.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-2.00E-04,0,-2.00E-04,0,-7.00E-04,0.02
-599,-83,-0.47,-0.29,1.3,-9,32,-0.006,2.8,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.015
52,-47,0,0.15,1.1,-10,-13,-0.027,0.3,-0.001,-0.0011,-0.0011,-0.0011,1.00E-04,0,0,0,-0.0011,0.021
-298,-2,0.02,0.24,2.7,-9,-19,-0.015,-1.8,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.018
52,-2,0.54,0.12,1.1,-9,-10,-0.022,-0.3,-0.0011,-0.001,-0.001,-9.00E-04,-2.00E-04,0,-2.00E-04,0,-9.00E-04,0.019
-60,-3,0.05,0.15,-0.4,-7,-19,0.006,0.5,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-501,0,0.03,0.2,0.6,-9,-19,-0.004,0,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.019
-272,1,-0.05,0.16,-0.4,-6,-18,0.008,0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
-103,-42,0.22,0.07,-0.2,-7,-7,-0.003,-0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-48,-47,-0.23,0.29,0.5,-6,-35,-0.019,-0.8,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.015
-512,-31,-0.52,-0.04,0.1,-10,6,0.02,0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.014
-71,9,0.11,-0.02,-0.8,-14,8,0.013,-0.2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.021
-192,-12,-0.44,0.02,1.6,-4,-2,-0.008,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
-302,-6,0.19,-0.01,0.3,-7,0,-0.007,0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-338,-9,-0.64,-0.04,0.4,-16,13,0.009,0.8,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.018
9,-5,0,0,0.1,-7,1,-0.007,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-572,-6,-0.41,0.07,-0.8,-8,-6,0.005,0,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-393,-6,0.36,0.02,-0.3,-16,-6,0.011,2.8,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.038
-13,13,0.04,0.03,0.1,-10,1,-0.008,0,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.019
35,-16,-0.08,0.08,0.3,-6,-9,-0.004,0.2,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.041
-122,-8,0.39,0.22,-1.1,-20,-1,0.016,-0.2,-0.0016,-0.0015,-0.0015,-0.0013,-2.00E-04,0,-3.00E-04,0,-0.0013,0.036
111,-9,0.52,0.18,0.1,-6,-8,-0.005,-3.6,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.021
-161,-23,0.2,0.1,-0.2,-9,-9,-0.005,-0.2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.016
393,-86,-0.7,-0.17,-1.6,-7,19,0.023,-0.3,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.016
128,-66,-0.3,-0.02,-1.7,-15,11,0.042,-0.4,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.027
-48,-31,-0.29,-0.08,-0.8,-8,16,0.003,-0.5,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.015
56,-36,0.28,0,-0.6,-13,6,0.013,0,-7.00E-04,-6.00E-04,-6.00E-04,-5.00E-04,-2.00E-04,0,-1.00E-04,0,-5.00E-04,0.019
158,3,-0.59,0.07,0.5,-8,-4,0.001,-0.2,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.035
-326,-68,-0.03,-0.19,1.8,-8,21,-0.011,0.6,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-1.00E-04,0,0,0,-7.00E-04,0.014
-245,7,0.16,-0.09,-1,-8,-4,-0.002,2.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
-279,-30,-0.34,0.02,0.6,-10,-1,-0.023,0.7,-0.001,-0.001,-0.001,-0.0011,0,0,1.00E-04,0,-0.0011,0.016
166,-24,0.06,0,1.4,-5,0,-0.019,-0.2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.02
-381,-5,-0.8,-0.05,0.5,-10,-8,-0.018,1.2,-9.00E-04,-0.001,-0.001,-0.001,1.00E-04,0,0,0,-0.001,0.017
55,-5,-0.24,0.01,-0.5,-9,3,-0.001,0,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.02
318,-16,0.32,-0.03,1.6,-10,7,-0.005,-0.2,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.023
-61,-2,-0.07,0,-0.3,-12,7,0.011,-0.5,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,-2.00E-04,0,0,0,-6.00E-04,0.017
11,-61,-0.7,-0.19,-0.3,-6,12,-0.001,1.4,-4.00E-04,-4.00E-04,-4.00E-04,-5.00E-04,0,0,1.00E-04,0,-5.00E-04,0.015
-673,17,0.04,-0.07,0.9,-5,1,-0.008,1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.015
304,-13,0.3,0.09,1.2,-8,-6,-0.023,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.032
-176,-44,0.07,-0.11,-0.2,-6,11,0.008,-0.2,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,-2.00E-04,0,-1.00E-04,0,-3.00E-04,0.017
51,-11,-0.53,-0.02,-1.1,-12,8,0.003,-0.2,-8.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,1.00E-04,0,0,0,-9.00E-04,0.023
-87,3,0.28,0.15,0.9,-10,-13,-0.012,-0.1,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.019
364,-13,0.19,-0.09,0.4,-13,16,0.003,-0.1,-8.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-2.00E-04,0,0,0,-7.00E-04,0.018
129,-10,0.07,-0.08,0.2,-9,11,0.002,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-284,35,0.1,0.22,0.4,-19,-7,0.002,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
-155,28,-0.27,0.19,1.5,-10,-16,-0.028,-0.6,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.017
284,53,-0.38,0.09,-1.2,-20,8,0.012,0.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.026
259,-23,-0.15,0.08,-0.5,-15,3,0.005,0,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.02
437,-75,0.05,0.07,0,-15,-1,-0.006,0.6,-9.00E-04,-0.001,-0.001,-0.001,1.00E-04,0,0,0,-0.001,0.018
218,6,-0.37,0.08,1.2,-9,-6,-0.003,0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.022
235,-6,0.33,0.01,-0.5,-12,6,0.013,-0.2,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.04
50,-36,0.23,-0.12,-1,-8,15,0.015,-0.2,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.018
-60,-8,0.04,0.25,-2.1,-18,-10,-0.012,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.029
-304,-40,-0.29,-0.2,0.4,-10,21,-0.002,-0.4,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.022
212,-21,-0.09,0.01,1,-5,0,-0.017,-0.2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.02
-332,3,0.19,0.16,2.6,-16,-1,-0.01,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.019
173,11,0.08,0.07,0.6,-6,-3,0.001,-1.5,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.02
180,-15,0,-0.03,0.2,-9,5,-0.001,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
147,-42,0.31,0.07,1.6,-16,5,0.006,-0.1,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.019
-276,-32,0.03,0.04,0.6,-10,-5,-0.023,1.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.02
16,36,-0.02,-0.04,-1.1,-7,5,0.006,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
71,-55,0.21,0.03,0.5,-8,-2,-0.009,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-6.00E-04,0,0,1.00E-04,0,-6.00E-04,0.017
-582,20,-0.57,0.17,0.4,-16,-8,-0.025,0,-0.0013,-0.0014,-0.0014,-0.0014,1.00E-04,0,0,0,-0.0014,0.021
252,-4,-0.14,0.04,0.1,-8,-2,-0.001,-0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.02
539,-27,0.1,-0.06,-0.5,-11,18,0.012,-1.7,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.021
179,-43,-0.27,0.2,-1.7,-14,-9,0.013,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.044
-236,11,-0.23,-0.03,1.5,-14,9,-0.018,0.7,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.027
-121,-16,0.07,-0.05,0.6,-6,5,-0.004,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,-1.00E-04,0,0,0,-5.00E-04,0.018
66,-50,-0.11,0.06,0.9,-18,10,-0.021,-0.1,-0.0027,-0.0027,-0.0027,-0.0027,0,0,0,0,-0.0027,0.044
162,37,-0.04,0.09,-0.7,-7,-9,0.007,0,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.024
204,-18,-0.03,-0.07,-1.1,-7,9,0.01,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
-234,-9,0.34,0.14,-0.4,-19,3,0.007,-0.2,-0.0011,-0.001,-0.001,-0.001,-2.00E-04,0,0,0,-0.001,0.021
211,-61,0.36,-0.08,0,-6,9,0.004,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
20,1,0.07,-0.1,0.1,-12,16,0.004,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.018
-292,-7,-0.47,-0.17,-0.2,-6,12,-0.004,1.7,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.015
261,-45,-0.06,-0.05,-0.7,-9,7,0.011,0,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.018
-388,-8,0.03,0.25,-2.1,-16,-6,0.018,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.037
360,-4,0.27,-0.05,-1.5,-17,17,0.033,-0.4,-7.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,-2.00E-04,0,0,0,-6.00E-04,0.033
-62,-48,0.32,0.01,0.4,-6,1,-0.004,-0.2,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.016
-363,19,0.14,0.38,0.4,-20,-20,0.004,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.026
-18,3,-0.13,0.07,-0.7,-8,-7,0.001,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.02
3,-45,-0.31,0.09,0.1,-6,-6,0.002,-0.9,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.028
276,-4,0.45,0.2,-0.3,-15,-10,-0.01,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.032
-453,-36,-0.31,0.04,1.4,-11,-4,-0.026,-0.1,-0.0012,-0.0012,-0.0012,-0.0014,0,0,2.00E-04,0,-0.0014,0.024
-40,24,-0.17,0.15,0.9,-5,-17,-0.012,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-156,11,-0.12,0.1,-1.3,-8,-9,0.008,0,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.016
41,-18,-0.04,-0.11,0.1,-7,9,-0.008,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.045
-209,-18,0.25,0.08,-0.3,-10,-6,-0.004,-0.1,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.018
-203,-28,0.23,0.13,0.4,-11,-8,-0.02,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.022
-57,43,-0.06,0.29,-1,-11,-25,0.013,-0.3,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-215,-8,-0.25,0.22,0.5,-18,-6,-0.005,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.033
-169,-38,-0.1,0.08,-0.3,-12,-3,-0.01,0.1,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.016
-122,-13,0.26,0.1,1.8,-7,-7,-0.015,-0.5,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,-2.00E-04,0,-7.00E-04,0.015
-522,-16,-0.47,0.08,-1,-20,13,-0.009,-0.4,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.018
48,61,0.29,0.09,0.8,-5,-11,-0.001,0.2,-4.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,-1.00E-04,0,0,0,-3.00E-04,0.021
-164,12,-0.01,0.12,-0.8,-12,-7,-0.006,0.4,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.018
-138,-13,-0.2,0.02,0.8,-6,-1,-0.016,-0.1,-6.00E-04,-7.00E-04,-7.00E-04,-8.00E-04,1.00E-04,0,1.00E-04,0,-8.00E-04,0.021
-300,-19,-0.27,-0.17,-0.1,-6,8,-0.002,3.2,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
18,-71,-0.4,-0.15,1.1,-10,18,-0.003,0.2,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.018
571,-64,-0.42,-0.11,-0.1,-6,20,-0.005,-0.6,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
172,-5,-0.13,-0.08,-1.2,-12,14,0.009,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.017
457,46,0.09,0.09,-1.8,-12,-5,0.014,-0.3,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.022
