age,workclass,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country,capital,income_status
43,federal_gov,16,never_married,prof_specialty,not_in_family,white,female,50,united_states,0,>50k
57,private,11,married_civ_spouse,prof_specialty,husband,white,male,40,united_states,0,<=50k
37,private,10,divorced,craft_repair,unmarried,white,female,40,united_states,0,<=50k
28,private,10,divorced,machine_op_inspct,unmarried,other,female,25,united_states,0,<=50k
34,local_gov,13,married_civ_spouse,protective_serv,husband,white,male,40,united_states,0,>50k
29,local_gov,10,never_married,handlers_cleaners,not_in_family,white,male,50,united_states,0,<=50k
48,self_emp_not_inc,16,married_civ_spouse,prof_specialty,husband,white,male,60,united_states,-1902,>50k
37,private,10,married_civ_spouse,sales,husband,white,male,48,united_states,0,>50k
48,private,12,divorced,exec_managerial,unmarried,white,female,40,other,0,<=50k
32,federal_gov,9,never_married,other_service,own_child,other,male,40,united_states,0,<=50k
76,private,14,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,>50k
44,private,13,married_civ_spouse,exec_managerial,husband,white,male,60,united_states,15024,>50k
47,self_emp_not_inc,14,never_married,prof_specialty,not_in_family,white,female,50,united_states,0,<=50k
20,private,10,never_married,tech_support,own_child,white,female,40,united_states,0,<=50k
29,private,9,never_married,craft_repair,not_in_family,white,male,40,united_states,0,<=50k
32,self_emp_inc,9,married_civ_spouse,craft_repair,husband,white,male,40,united_states,7688,>50k
30,private,7,never_married,handlers_cleaners,own_child,white,male,40,united_states,0,<=50k
31,local_gov,9,never_married,adm_clerical,not_in_family,white,female,40,united_states,0,<=50k
42,private,9,married_civ_spouse,handlers_cleaners,husband,white,male,40,united_states,0,<=50k
24,private,13,never_married,sales,other_relative,white,male,40,united_states,0,<=50k
38,private,15,married_civ_spouse,prof_specialty,husband,white,male,40,united_states,0,>50k
56,self_emp_not_inc,9,married_civ_spouse,other_service,husband,white,male,50,other,-1887,>50k
28,private,10,married_civ_spouse,sales,wife,white,female,25,united_states,4064,<=50k
36,private,9,never_married,machine_op_inspct,own_child,white,female,40,united_states,0,<=50k
53,private,5,married_civ_spouse,handlers_cleaners,husband,white,male,50,united_states,0,<=50k
56,self_emp_inc,10,married_civ_spouse,sales,husband,white,male,50,united_states,0,<=50k
49,local_gov,11,married_civ_spouse,craft_repair,husband,other,male,40,united_states,0,>50k
55,private,10,married_civ_spouse,sales,husband,white,male,56,united_states,0,<=50k
22,private,9,never_married,craft_repair,not_in_family,white,male,41,united_states,0,<=50k
21,private,10,never_married,other_service,own_child,white,female,40,united_states,0,<=50k
40,private,13,married_civ_spouse,exec_managerial,husband,white,male,60,united_states,0,<=50k
30,private,13,never_married,exec_managerial,own_child,other,male,40,other,0,<=50k
29,state_gov,13,married_civ_spouse,prof_specialty,husband,white,male,50,united_states,0,>50k
19,private,10,never_married,other_service,own_child,other,male,35,united_states,0,<=50k
47,private,13,married_civ_spouse,exec_managerial,wife,white,female,40,united_states,0,>50k
20,private,10,never_married,adm_clerical,own_child,white,female,28,united_states,-1719,<=50k
31,private,12,married_civ_spouse,adm_clerical,husband,white,male,40,united_states,0,>50k
39,private,10,divorced,craft_repair,not_in_family,white,male,40,united_states,0,<=50k
28,private,12,never_married,sales,not_in_family,white,female,60,united_states,0,<=50k
24,private,9,never_married,other_service,not_in_family,white,female,40,united_states,-1762,<=50k
38,self_emp_not_inc,9,married_civ_spouse,craft_repair,husband,white,male,35,united_states,4386,<=50k
37,private,13,married_civ_spouse,sales,husband,white,male,50,united_states,0,<=50k
46,private,12,divorced,tech_support,not_in_family,other,female,36,united_states,0,<=50k
38,federal_gov,14,married_civ_spouse,prof_specialty,husband,white,male,40,other,0,>50k
43,self_emp_not_inc,9,married_civ_spouse,craft_repair,husband,white,male,60,united_states,0,<=50k
27,private,11,married_civ_spouse,adm_clerical,wife,white,female,35,united_states,0,<=50k
20,private,10,never_married,sales,own_child,white,male,20,united_states,0,<=50k
49,private,10,married_civ_spouse,craft_repair,husband,other,male,40,united_states,0,>50k
61,self_emp_inc,9,married_civ_spouse,craft_repair,husband,white,male,40,united_states,0,<=50k
27,private,10,never_married,sales,own_child,white,female,40,united_states,0,<=50k
19,private,10,never_married,other_service,own_child,white,male,30,other,0,<=50k
45,private,11,never_married,prof_specialty,not_in_family,white,female,40,united_states,-1564,>50k
70,private,10,never_married,tech_support,other_relative,white,male,40,united_states,0,<=50k
31,private,9,never_married,transport_moving,unmarried,other,female,30,united_states,0,<=50k
22,private,10,married_civ_spouse,other_service,husband,white,male,24,united_states,0,<=50k
36,private,9,widowed,other_service,unmarried,white,female,24,united_states,0,<=50k
64,private,7,married_civ_spouse,craft_repair,husband,white,male,40,united_states,-2179,<=50k
47,local_gov,10,divorced,adm_clerical,unmarried,white,female,38,other,0,<=50k
34,private,9,never_married,adm_clerical,not_in_family,white,female,40,united_states,0,<=50k
33,private,13,never_married,exec_managerial,other_relative,other,female,40,other,0,<=50k
21,private,9,never_married,craft_repair,own_child,white,male,35,united_states,0,<=50k
48,private,9,married_civ_spouse,craft_repair,husband,white,male,46,united_states,0,<=50k
23,private,13,never_married,handlers_cleaners,not_in_family,white,male,40,united_states,0,<=50k
71,self_emp_not_inc,10,separated,sales,unmarried,other,male,2,united_states,-1816,<=50k
29,private,9,divorced,craft_repair,not_in_family,white,male,60,united_states,0,<=50k
42,private,13,separated,other_service,other_relative,other,male,50,united_states,0,<=50k
25,private,9,never_married,other_service,unmarried,white,female,40,united_states,0,<=50k
44,self_emp_inc,14,divorced,exec_managerial,unmarried,other,female,40,united_states,0,<=50k
28,private,9,never_married,exec_managerial,not_in_family,other,female,40,other,0,<=50k
45,self_emp_not_inc,14,married_civ_spouse,sales,husband,white,male,40,united_states,0,>50k
36,private,10,divorced,other_service,unmarried,white,female,40,other,0,<=50k
39,federal_gov,12,never_married,exec_managerial,not_in_family,white,male,42,united_states,0,<=50k
46,state_gov,14,widowed,protective_serv,unmarried,white,male,40,united_states,0,<=50k
18,private,7,never_married,handlers_cleaners,own_child,white,male,16,united_states,0,<=50k
66,local_gov,11,widowed,prof_specialty,not_in_family,white,female,20,united_states,0,<=50k
27,private,9,never_married,other_service,not_in_family,white,male,40,united_states,-1980,<=50k
28,state_gov,9,married_civ_spouse,protective_serv,husband,white,male,40,united_states,0,<=50k
51,private,10,married_civ_spouse,sales,husband,white,male,40,united_states,-1977,>50k
27,private,13,never_married,craft_repair,not_in_family,white,male,50,united_states,0,<=50k
28,state_gov,13,married_civ_spouse,prof_specialty,husband,white,male,40,united_states,0,>50k
27,private,9,married_spouse_absent,sales,unmarried,white,female,25,united_states,0,<=50k
21,private,9,never_married,craft_repair,own_child,other,male,40,united_states,0,<=50k
34,private,9,never_married,handlers_cleaners,not_in_family,other,male,40,united_states,0,<=50k
18,private,9,never_married,other_service,own_child,white,male,12,united_states,0,<=50k
33,private,13,married_civ_spouse,prof_specialty,husband,white,male,65,united_states,0,<=50k
44,local_gov,10,married_civ_spouse,exec_managerial,husband,other,male,38,united_states,0,>50k
43,private,10,divorced,adm_clerical,not_in_family,white,female,40,united_states,0,<=50k
30,private,10,never_married,craft_repair,not_in_family,other,male,45,united_states,0,<=50k
40,private,4,married_civ_spouse,machine_op_inspct,husband,white,male,40,other,0,>50k
37,federal_gov,10,married_civ_spouse,adm_clerical,husband,white,male,42,united_states,0,>50k
34,private,9,married_civ_spouse,adm_clerical,husband,other,male,40,united_states,0,<=50k
41,self_emp_not_inc,13,divorced,exec_managerial,not_in_family,white,female,40,united_states,0,<=50k
31,private,14,married_civ_spouse,prof_specialty,wife,white,female,50,united_states,0,<=50k
58,state_gov,16,married_civ_spouse,prof_specialty,husband,white,male,1,united_states,0,>50k
38,private,10,divorced,machine_op_inspct,not_in_family,other,female,28,united_states,0,<=50k
24,private,10,married_civ_spouse,machine_op_inspct,husband,white,male,40,united_states,0,<=50k
41,local_gov,13,married_civ_spouse,craft_repair,husband,other,male,40,united_states,0,<=50k
47,private,10,married_civ_spouse,tech_support,husband,white,male,45,united_states,0,<=50k
41,federal_gov,13,married_civ_spouse,tech_support,husband,white,male,24,united_states,0,<=50k
23,private,3,married_civ_spouse,transport_moving,other_relative,white,male,40,other,0,<=50k
36,private,10,divorced,craft_repair,not_in_family,white,male,40,united_states,0,<=50k
40,federal_gov,14,never_married,exec_managerial,not_in_family,white,female,55,united_states,14084,>50k
35,private,14,married_civ_spouse,prof_specialty,other_relative,white,male,40,united_states,7298,>50k
24,self_emp_not_inc,9,never_married,sales,not_in_family,white,male,40,united_states,0,<=50k
26,private,14,never_married,prof_specialty,not_in_family,white,female,40,united_states,-1876,<=50k
51,private,13,married_civ_spouse,exec_managerial,husband,white,male,50,united_states,0,>50k
42,local_gov,10,never_married,prof_specialty,not_in_family,white,female,40,united_states,-1340,<=50k
37,state_gov,9,divorced,adm_clerical,unmarried,white,female,35,united_states,0,<=50k
18,private,7,never_married,sales,own_child,white,female,40,united_states,0,<=50k
36,private,13,married_civ_spouse,other_service,husband,other,male,36,united_states,7298,>50k
35,private,9,divorced,craft_repair,not_in_family,white,male,60,united_states,0,<=50k
58,self_emp_inc,9,married_civ_spouse,sales,wife,white,female,35,united_states,15024,>50k
17,private,7,never_married,sales,own_child,white,female,12,united_states,0,<=50k
44,local_gov,9,married_civ_spouse,transport_moving,husband,other,male,40,united_states,0,<=50k
37,private,9,married_civ_spouse,craft_repair,husband,white,male,40,united_states,0,>50k
35,private,10,never_married,sales,not_in_family,other,female,40,united_states,0,<=50k
60,private,9,married_civ_spouse,craft_repair,husband,other,male,40,united_states,0,<=50k
54,self_emp_inc,4,married_civ_spouse,machine_op_inspct,husband,white,male,40,united_states,0,>50k
37,private,13,never_married,exec_managerial,not_in_family,other,male,60,united_states,0,>50k
50,private,12,divorced,sales,not_in_family,white,female,40,united_states,0,<=50k
38,private,13,married_civ_spouse,sales,husband,white,male,50,other,0,<=50k
45,private,13,married_civ_spouse,prof_specialty,husband,white,male,55,united_states,0,<=50k
25,private,6,never_married,craft_repair,not_in_family,white,male,40,united_states,0,<=50k
31,private,10,married_civ_spouse,handlers_cleaners,husband,white,male,40,united_states,0,<=50k
90,private,9,never_married,other_service,not_in_family,other,male,40,united_states,-2206,<=50k
54,private,9,married_civ_spouse,adm_clerical,husband,other,male,20,united_states,0,<=50k
53,local_gov,1,never_married,machine_op_inspct,not_in_family,white,female,35,united_states,0,<=50k
18,private,9,never_married,sales,own_child,white,female,40,united_states,0,<=50k
66,self_emp_not_inc,9,married_civ_spouse,farming_fishing,husband,white,male,50,united_states,1409,<=50k
75,private,11,widowed,adm_clerical,not_in_family,white,female,20,other,0,<=50k
65,private,9,divorced,adm_clerical,not_in_family,white,female,40,united_states,0,<=50k
35,private,7,separated,transport_moving,not_in_family,other,male,40,united_states,3674,<=50k
41,private,9,divorced,sales,unmarried,other,female,38,united_states,0,<=50k
25,private,10,never_married,adm_clerical,not_in_family,white,male,42,united_states,0,<=50k
33,private,10,divorced,craft_repair,other_relative,other,female,40,united_states,0,<=50k
28,private,15,never_married,prof_specialty,not_in_family,white,male,55,united_states,0,>50k
59,state_gov,9,married_civ_spouse,other_service,husband,white,male,40,united_states,0,<=50k
40,state_gov,10,never_married,adm_clerical,not_in_family,white,female,38,united_states,0,<=50k
41,private,13,married_civ_spouse,exec_managerial,husband,white,male,50,other,0,>50k
38,local_gov,14,married_civ_spouse,exec_managerial,husband,white,male,70,united_states,0,>50k
23,private,9,never_married,transport_moving,own_child,white,male,40,united_states,0,<=50k
40,private,13,married_civ_spouse,prof_specialty,husband,white,male,40,united_states,0,>50k
41,self_emp_not_inc,9,married_civ_spouse,other_service,wife,white,female,20,united_states,0,<=50k
24,state_gov,12,married_civ_spouse,protective_serv,husband,white,male,50,united_states,0,<=50k
38,private,10,divorced,craft_repair,not_in_family,white,male,40,united_states,-1741,<=50k
58,private,9,married_civ_spouse,adm_clerical,husband,white,male,45,united_states,0,>50k
32,private,9,never_married,other_service,not_in_family,white,female,34,united_states,0,<=50k
40,private,12,married_civ_spouse,tech_support,husband,white,male,60,united_states,-1977,>50k
41,private,15,married_civ_spouse,prof_specialty,wife,white,female,40,united_states,0,>50k
42,private,13,married_civ_spouse,adm_clerical,wife,other,female,40,united_states,0,<=50k
59,local_gov,6,widowed,other_service,unmarried,other,female,30,united_states,0,<=50k
19,local_gov,10,never_married,adm_clerical,own_child,white,male,40,united_states,0,<=50k
58,private,10,never_married,transport_moving,not_in_family,white,male,20,united_states,0,<=50k
42,self_emp_not_inc,9,married_civ_spouse,farming_fishing,husband,other,male,40,other,0,>50k
20,private,9,never_married,other_service,own_child,white,female,40,united_states,0,<=50k
32,private,9,separated,other_service,not_in_family,white,female,30,united_states,0,<=50k
45,private,11,widowed,exec_managerial,not_in_family,white,female,45,united_states,0,<=50k
50,private,4,divorced,craft_repair,not_in_family,white,male,40,united_states,0,<=50k
36,private,13,divorced,prof_specialty,own_child,white,female,40,united_states,0,<=50k
45,private,9,married_civ_spouse,sales,husband,white,male,60,united_states,0,<=50k
17,private,7,never_married,other_service,own_child,white,male,12,united_states,0,<=50k
59,private,10,married_civ_spouse,sales,husband,white,male,40,united_states,4064,<=50k
26,private,7,married_civ_spouse,craft_repair,husband,white,male,40,united_states,0,<=50k
37,self_emp_inc,10,married_civ_spouse,exec_managerial,husband,other,male,75,other,0,>50k
64,private,9,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,>50k
33,private,13,never_married,prof_specialty,not_in_family,white,female,45,united_states,0,<=50k
33,private,9,married_civ_spouse,craft_repair,wife,white,female,40,united_states,0,>50k
61,private,9,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,>50k
17,private,5,never_married,other_service,own_child,white,male,24,united_states,1055,<=50k
50,self_emp_not_inc,14,married_civ_spouse,farming_fishing,husband,white,male,98,united_states,2407,<=50k
27,local_gov,14,never_married,prof_specialty,own_child,white,male,35,united_states,0,<=50k
30,private,9,divorced,prof_specialty,own_child,white,female,40,united_states,0,<=50k
43,private,9,married_civ_spouse,handlers_cleaners,husband,other,male,40,united_states,0,<=50k
44,private,10,married_civ_spouse,craft_repair,husband,white,male,40,united_states,7298,>50k
35,private,10,never_married,exec_managerial,not_in_family,white,female,40,united_states,0,<=50k
25,private,10,never_married,tech_support,own_child,white,female,40,united_states,0,<=50k
24,private,10,married_civ_spouse,machine_op_inspct,wife,white,female,48,united_states,7298,>50k
22,private,13,never_married,prof_specialty,not_in_family,white,female,15,other,0,<=50k
42,local_gov,10,married_civ_spouse,craft_repair,husband,white,male,40,united_states,5178,>50k
34,private,12,divorced,sales,unmarried,other,female,45,united_states,0,<=50k
60,private,13,divorced,prof_specialty,not_in_family,white,female,42,united_states,0,<=50k
21,private,9,never_married,handlers_cleaners,own_child,white,male,40,united_states,0,<=50k
57,federal_gov,14,married_civ_spouse,sales,husband,white,male,40,united_states,15024,>50k
41,private,15,married_civ_spouse,prof_specialty,husband,white,male,60,united_states,0,>50k
50,private,10,divorced,other_service,not_in_family,white,male,45,united_states,0,<=50k
25,private,13,never_married,exec_managerial,not_in_family,white,female,40,united_states,0,<=50k
50,private,4,married_civ_spouse,craft_repair,husband,white,male,40,other,0,<=50k
36,private,13,married_civ_spouse,prof_specialty,husband,white,male,45,united_states,0,<=50k
31,private,9,divorced,prof_specialty,not_in_family,white,female,40,united_states,0,<=50k
29,local_gov,13,never_married,protective_serv,not_in_family,white,male,56,united_states,0,<=50k
21,private,10,never_married,sales,own_child,white,male,45,united_states,0,<=50k
27,private,13,never_married,tech_support,unmarried,other,female,40,united_states,0,<=50k
65,private,9,married_civ_spouse,transport_moving,husband,white,male,16,united_states,0,<=50k
37,self_emp_inc,13,divorced,sales,not_in_family,white,female,60,united_states,0,<=50k
24,private,9,never_married,craft_repair,own_child,white,male,40,united_states,0,<=50k
38,private,9,divorced,sales,not_in_family,white,male,80,united_states,0,<=50k
48,private,13,married_civ_spouse,adm_clerical,husband,white,male,40,united_states,7688,>50k
21,private,10,never_married,other_service,not_in_family,other,female,25,united_states,0,<=50k
31,private,9,married_civ_spouse,transport_moving,husband,white,male,45,united_states,0,>50k
55,private,9,married_civ_spouse,sales,husband,white,male,40,united_states,4386,>50k
24,private,10,married_civ_spouse,adm_clerical,wife,other,female,40,other,0,<=50k
43,private,9,divorced,adm_clerical,not_in_family,white,female,40,united_states,0,<=50k
26,private,12,never_married,tech_support,not_in_family,white,male,45,united_states,0,<=50k
46,private,12,never_married,prof_specialty,not_in_family,white,female,33,united_states,0,<=50k
35,private,12,married_civ_spouse,adm_clerical,husband,white,male,40,united_states,0,>50k
41,self_emp_inc,10,married_civ_spouse,farming_fishing,husband,white,male,54,united_states,0,>50k
26,private,13,never_married,sales,not_in_family,white,male,40,united_states,0,<=50k
34,private,14,married_civ_spouse,exec_managerial,husband,other,male,35,other,7298,>50k
36,self_emp_not_inc,13,divorced,prof_specialty,not_in_family,other,female,40,united_states,0,>50k
22,private,10,never_married,sales,own_child,white,male,15,united_states,0,<=50k
24,private,10,never_married,machine_op_inspct,not_in_family,white,male,40,united_states,0,<=50k
77,self_emp_not_inc,10,married_civ_spouse,sales,husband,white,male,40,united_states,0,<=50k
22,private,3,married_civ_spouse,machine_op_inspct,other_relative,white,female,40,other,0,<=50k
29,private,10,never_married,tech_support,not_in_family,white,female,40,united_states,0,<=50k
62,private,9,widowed,other_service,not_in_family,white,female,24,united_states,0,<=50k
39,self_emp_not_inc,9,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,<=50k
43,private,10,married_civ_spouse,craft_repair,husband,white,male,50,united_states,-1485,<=50k
35,private,9,divorced,transport_moving,not_in_family,white,male,45,united_states,0,<=50k
29,private,7,never_married,exec_managerial,not_in_family,white,female,40,united_states,0,<=50k
76,self_emp_not_inc,14,married_civ_spouse,craft_repair,husband,white,male,10,united_states,0,<=50k
63,self_emp_not_inc,9,married_civ_spouse,farming_fishing,husband,white,male,45,united_states,0,<=50k
43,private,10,married_civ_spouse,prof_specialty,wife,white,female,50,united_states,-1887,>50k
58,self_emp_not_inc,9,married_civ_spouse,handlers_cleaners,husband,white,male,40,united_states,0,<=50k
66,private,9,never_married,transport_moving,not_in_family,white,male,55,united_states,2050,<=50k
41,private,10,never_married,craft_repair,not_in_family,other,male,45,united_states,0,<=50k
26,private,13,never_married,adm_clerical,not_in_family,white,male,40,united_states,0,<=50k
47,private,11,never_married,other_service,not_in_family,white,male,40,united_states,0,<=50k
55,local_gov,6,married_civ_spouse,adm_clerical,husband,white,male,40,united_states,0,<=50k
53,private,9,married_civ_spouse,transport_moving,husband,white,male,40,united_states,0,<=50k
17,private,3,never_married,other_service,other_relative,white,male,48,other,0,<=50k
30,private,9,never_married,craft_repair,other_relative,white,male,40,united_states,0,<=50k
49,private,14,never_married,prof_specialty,not_in_family,white,male,60,united_states,0,<=50k
19,private,9,never_married,sales,unmarried,other,male,30,other,0,<=50k
45,private,9,married_civ_spouse,other_service,husband,other,male,40,united_states,0,<=50k
26,private,12,never_married,sales,not_in_family,white,male,40,united_states,0,<=50k
38,private,11,married_civ_spouse,craft_repair,husband,white,male,40,united_states,7298,>50k
36,state_gov,9,married_civ_spouse,protective_serv,husband,white,male,40,united_states,7298,>50k
33,private,9,never_married,farming_fishing,not_in_family,white,male,20,united_states,0,<=50k
22,state_gov,10,never_married,protective_serv,own_child,other,female,40,united_states,0,<=50k
43,self_emp_not_inc,13,never_married,sales,not_in_family,white,male,42,united_states,0,<=50k
56,private,12,married_spouse_absent,other_service,not_in_family,white,male,25,other,0,<=50k
31,private,13,never_married,prof_specialty,own_child,white,male,25,united_states,0,<=50k
33,private,13,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,>50k
26,private,9,married_civ_spouse,other_service,husband,white,male,40,united_states,0,<=50k
33,private,13,married_civ_spouse,exec_managerial,husband,white,male,40,united_states,0,>50k
46,local_gov,7,married_civ_spouse,transport_moving,husband,white,male,30,united_states,0,<=50k
38,federal_gov,9,married_civ_spouse,adm_clerical,husband,white,male,40,united_states,0,>50k
65,private,7,widowed,other_service,unmarried,other,male,40,united_states,0,<=50k
40,private,11,married_civ_spouse,tech_support,husband,white,male,40,united_states,0,>50k
42,private,9,married_civ_spouse,adm_clerical,wife,white,female,35,united_states,0,<=50k
26,self_emp_not_inc,5,married_civ_spouse,craft_repair,husband,white,male,40,other,0,<=50k
36,private,6,married_civ_spouse,other_service,wife,white,female,24,united_states,0,<=50k
62,private,14,married_civ_spouse,prof_specialty,husband,white,male,40,united_states,0,>50k
43,private,13,married_civ_spouse,transport_moving,husband,white,male,45,united_states,0,<=50k
43,private,13,divorced,exec_managerial,not_in_family,white,male,45,united_states,-1564,>50k
22,private,9,married_spouse_absent,sales,not_in_family,white,male,55,united_states,0,<=50k
28,private,9,married_civ_spouse,craft_repair,husband,white,male,40,united_states,0,<=50k
56,self_emp_not_inc,10,married_civ_spouse,sales,husband,white,male,45,united_states,0,<=50k
22,private,12,never_married,sales,not_in_family,white,female,15,united_states,0,<=50k
